mp_election_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note,national_average_debate,national_average_pmb,national_average_questions,attendance_national_average,state_average_debate,state_average_pmb,state_average_questions,attendance_state_average,mp_house
180381,Navaskani K,Elected,09-06-2024,In Office,Second Term,Ramanathapuram,Tamil Nadu,Indian Union Muslim League,Male,Upto Higher Secondary,"Higher Secondary Board Examination, SBK Higher Secondary School, Aruppukottai, Tamil Nadu, 1996",46,180,3,152,0.91011236, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,19.25641026,0.282051282,76.28205128,0.860847018,Lok Sabha
180390,T Sumathy Alias Thamizhachi Thangapandian,Elected,09-06-2024,In Office,Second Term,Chennai South,Tamil Nadu,Dravida Munnetra Kazhagam,Female,Post Graduate and above,Ph.D. from University of Madras in year 2010,63,52,2,99,0.842696629, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,19.25641026,0.282051282,76.28205128,0.860847018,Lok Sabha
180404,G Kishan Reddy,Elected,09-06-2024,In Office,Second Term,Secunderabad,Telangana,Bharatiya Janata Party,Male,Upto Higher Secondary,"Diploma in Tool Designs from Central Institute of Tool Designs, Balanagar, Hyderabad in 1975-78",65,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180412,Bandi Sanjay Kumar,Elected,09-06-2024,In Office,Second Term,Karimnagar,Telangana,Bharatiya Janata Party,Male,Post Graduate and above,"M.A. public administration from Madhurai Khamaraj University, Tamil Nadu",54,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180425,Anupriya Patel,Elected,09-06-2024,In Office,Third Term,Mirzapur,Uttar Pradesh,Apna Dal (Soneylal),Female,Post Graduate and above,"MBA, CSJM University, Kanpur, 2010",44,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180453,Jitin Prasada,Elected,09-06-2024,In Office,Third Term,Pilibhit,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"M.B.A. from IMI, New Delhi in year 1996",51,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180454,Kamlesh Paswan,Elected,09-06-2024,In Office,Fourth Term,Bansgaon,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"BA, D.D.U University, Gorakhpur, 2012",49,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180457,Kirti Vardhan Singh,Elected,09-06-2024,In Office,Fifth Term,Gonda,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"M.Sc. (Geology), Lucknow University, U.P (1988)",59,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180455,Kanwar Singh Tanwar,Elected,09-06-2024,In Office,Second Term,Amroha,Uttar Pradesh,Bharatiya Janata Party,Male,Upto Higher Secondary,Under Matric,64,6,0,111,0.95505618, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180466,Narendra Modi,Elected,09-06-2024,In Office,Third Term,Varanasi,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"BA, Delhi University, Delhi, 1978; MA, Gujarat University, Ahmedabad, 1983",74,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180469,Pankaj Choudhary,Elected,09-06-2024,In Office,Third Term,Maharajganj,Uttar Pradesh,Bharatiya Janata Party,Male,Upto Higher Secondary,"Intermediate, Shivpati Inter College, Shohratgarh, Siddharthnagar, 1983; Studied BA but didn't complete it",60,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180476,Rajkumar Chahar,Elected,09-06-2024,In Office,Second Term,Fatehpur Sikri,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.Com. from Dr. B.R. Ambedkar University, Agra in year 1987-88",58,15,1,63,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180477,Rajnath Singh,Elected,09-06-2024,In Office,Fourth Term,Lucknow,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"Post-graduation in science from Gorakhpur University in year 1971; Science Graduate from KBPG College, Mirzapur, Gorakhpur University in year 1969",74,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180484,Ravindra Shukla Alias Ravi Kishan,Elected,09-06-2024,In Office,Second Term,Gorakhpur,Uttar Pradesh,Bharatiya Janata Party,Male,Upto Higher Secondary,"Intermediate, Rizvi College of Arts, Science and Commerce, Bandra (West), Mumbai, 1990",56,20,3,159,0.719101124, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180486,S P Singh Baghel,Elected,09-06-2024,In Office,Fifth Term,Agra,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"Ph.D. from Chaudhary Charan Singh University Meerut, U.P. in year 2004",65,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180498,Ajay Tamta,Elected,09-06-2024,In Office,Third Term,Almora,Uttarakhand,Bharatiya Janata Party,Male,Graduate,"B.A from Swami Vivekanand Subharti University, Meerut (U.P) in year 2023",53,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180537,Shantanu Thakur,Elected,09-06-2024,In Office,Second Term,Bangaon,West Bengal,Bharatiya Janata Party,Male,Graduate,B.A. from Karnataka State Open University in year 2015,43,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180543,Sukanta Majumdar,Elected,09-06-2024,In Office,Second Term,Balurghat,West Bengal,Bharatiya Janata Party,Male,Post Graduate and above,Ph.D. from North Bengal University in year 2018,45,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180083,Manish Tewari,Elected,09-06-2024,In Office,Third Term,Chandigarh,Chandigarh,Indian National Congress,Male,Graduate,"LLB, Campus Law Centre, Delhi University, 1992; BA (Hons), Goswami Ganesh Dutta Sanatan Dharam College, Sector 32, Chandigarh, Panjab University, 1985",59,21,3,83,0.943820225, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,21,3,83,0.943820225,Lok Sabha
180098,Harsh Malhotra,Elected,09-06-2024,In Office,First Term,East Delhi,Delhi,Bharatiya Janata Party,Male,Graduate,"LLB, Delhi University, 1987",61,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180213,Mohmad Haneefa,Elected,09-06-2024,In Office,First Term,Ladakh,Ladakh,Independent,Male,Upto Higher Secondary,Matric pass from J&K Board,56,6,0,36,0.853932584, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,6,,36,0.853932584,Lok Sabha
180437,Chhatrapal Singh Gangwar,Elected,09-06-2024,In Office,First Term,Bareilly,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,M.A. in year 1979,69,3,0,67,0.97752809, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180468,Neeraj Maurya,Elected,09-06-2024,In Office,First Term,Aonla,Uttar Pradesh,Samajwadi Party,Male,Graduate,Law Graduate from Ram Manohar Lohia University in 2013-14,56,18,0,8,1, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180002,G Lakshminarayana,Elected,09-06-2024,In Office,First Term,Ananthapur,Andhra Pradesh,Telugu Desam Party,Male,Graduate,"B.Sc. from Nagarjuna University, Nagarjuna Nagar, 28-3-1990",61,11,0,102,0.921348315, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,11.54545455,0.045454545,95.81818182,0.845250255,Lok Sabha
180003,Appalanaidu Kalisetti,Elected,09-06-2024,In Office,First Term,Vizianagaram,Andhra Pradesh,Telugu Desam Party,Male,Graduate,LL.B. (Bachelor of Legislative Law) Andhra University 2011,52,10,0,115,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,11.54545455,0.045454545,95.81818182,0.845250255,Lok Sabha
180004,B K Parthasarathi,Elected,09-06-2024,In Office,Second Term,Hindupur,Andhra Pradesh,Telugu Desam Party,Male,Graduate,"B.A., S.A.P.S. College, Bangalore University, Year 1982",65,2,0,110,0.696629213, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,11.54545455,0.045454545,95.81818182,0.845250255,Lok Sabha
180005,Balashowry Vallabhaneni,Elected,09-06-2024,In Office,Third Term,Machilipatnam,Andhra Pradesh,Jana Sena Party,Male,Post Graduate and above,Master of Arts Political Science from Andhra University in 2014,56,21,0,95,0.820224719, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,11.54545455,0.045454545,95.81818182,0.845250255,Lok Sabha
180007,Byreddy Shabari,Elected,09-06-2024,In Office,First Term,Nandyal,Andhra Pradesh,Telugu Desam Party,Female,Post Graduate and above,"PG Degree (M.D. Radio Diagnosis)- Dr. NTR University of Health Sciences, Andhra Pradesh, April 2013",41,10,0,104,0.865168539, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,11.54545455,0.045454545,95.81818182,0.845250255,Lok Sabha
180008,C M Ramesh,Elected,09-06-2024,In Office,First Term,Anakapalle,Andhra Pradesh,Bharatiya Janata Party,Male,Upto Higher Secondary,"Intermediate from Board of Intermediate Education, Andhra Pradesh 1983",60,11,0,84,0.865168539, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,11.54545455,0.045454545,95.81818182,0.845250255,Lok Sabha
180010,Daggubati Purandeswari,Elected,09-06-2024,In Office,Third Term,Rajahmundry,Andhra Pradesh,Bharatiya Janata Party,Female,Graduate,"BA Litt. from SIT Women's College, 1976-79",66,14,0,93,0.876404494, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,11.54545455,0.045454545,95.81818182,0.845250255,Lok Sabha
180011,Daggumalla Prasada Rao,Elected,09-06-2024,In Office,First Term,Chittoor,Andhra Pradesh,Telugu Desam Party,Male,Graduate,"B.A. from V.R.S. & Y.R.N. College, Chirala (Andhra University) in the Year 1981",63,6,0,105,0.93258427, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,11.54545455,0.045454545,95.81818182,0.845250255,Lok Sabha
180012,G M Harish Balayogi,Elected,09-06-2024,In Office,First Term,Amalapuram,Andhra Pradesh,Telugu Desam Party,Male,Graduate,Bachelors of Business Management from GITAM University in 2011,34,16,0,107,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,11.54545455,0.045454545,95.81818182,0.845250255,Lok Sabha
180013,Gumma Thanuja Rani,Elected,09-06-2024,In Office,First Term,Araku,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Female,Graduate,"Medical Doctor in Profession ""General Medicine"" from the International Higher School of Medicine, Bishkek Kyrgyzstan, in 2017",32,10,0,58,0.865168539, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,11.54545455,0.045454545,95.81818182,0.845250255,Lok Sabha
